##NAMES=Wagnerite
##RRUFFID=R050519
##IDEAL CHEMISTRY=Mg_2_PO_4_F
##LOCALITY=Kjorrestad, near Bamle, Norway
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Pale yellow lamellar fragments, associated with isokite, R070526.
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R050519
##MEASURED CHEMISTRY=Mg_2.00_(P_1.00_O_4_)(F_0.80_(OH)_0.20_)_Σ=1_ ; = gray phase, and the light phase is isokite: Ca_1.00_Mg_1.00_(P_1.00_O_4_)(F_0.80_(OH)_0.20_)_Σ=1_
##CELL PARAMETERS=a: 9.631(1) b: 12.667(2) c: 11.922(1) alpha: 90 beta: 108.270(6) gamma: 90 volume: 1381.2(3) crystal system: monoclinic
34.570, 0.010
34.580, 0.005
34.590, 0.003
34.600, 0.002
34.610, 0.002
34.620, 0.002
34.630, 0.002
34.640, 0.001
34.650, 0.001
34.660, 0.001
34.670, 0.001
34.680, 0.001
34.690, 0.001
34.700, 0.000
34.710, 0.000
34.720, 0.000
34.730, 0.000
34.740, 0.000
34.750, 0.000
34.760, 0.000
34.770, 0.000
34.780, 0.000
34.790, 0.000
34.800, 0.000
34.810, 0.000
34.820, 0.000
34.830, 0.000
34.840, 0.000
34.850, 0.000
34.860, 0.000
34.870, 0.000
34.880, 0.000
34.890, 0.000
34.900, 0.000
34.910, 0.000
34.920, 0.000
34.930, 0.000
34.940, 0.000
34.950, 0.001
34.960, 0.002
34.970, 0.007
34.980, 0.017
34.990, 0.040
35.000, 0.084
35.010, 0.159
35.020, 0.272
35.030, 0.421
35.040, 0.587
35.050, 0.740
35.060, 0.843
35.070, 0.871
35.080, 0.820
35.090, 0.716
35.100, 0.603
35.110, 0.532
35.120, 0.549
35.130, 0.692
35.140, 0.988
35.150, 1.452
35.160, 2.074
35.170, 2.795
35.180, 3.501
35.190, 4.039
35.200, 4.271
35.210, 4.135
35.220, 3.684
35.230, 3.073
35.240, 2.493
35.250, 2.095
35.260, 1.936
35.270, 1.967
35.280, 2.070
35.290, 2.118
35.300, 2.022
35.310, 1.768
35.320, 1.405
35.330, 1.015
35.340, 0.670
35.350, 0.414
35.360, 0.256
35.370, 0.180
35.380, 0.159
35.390, 0.166
35.400, 0.180
35.410, 0.185
35.420, 0.176
35.430, 0.154
35.440, 0.128
35.450, 0.104
35.460, 0.089
35.470, 0.085
35.480, 0.088
35.490, 0.093
35.500, 0.094
35.510, 0.088
35.520, 0.075
35.530, 0.058
35.540, 0.041
35.550, 0.026
35.560, 0.016
35.570, 0.012
35.580, 0.015
35.590, 0.029
35.600, 0.061
35.610, 0.120
35.620, 0.217
35.630, 0.353
35.640, 0.519
35.650, 0.691
35.660, 0.833
35.670, 0.912
35.680, 0.916
35.690, 0.860
35.700, 0.788
35.710, 0.751
35.720, 0.788
35.730, 0.906
35.740, 1.075
35.750, 1.235
35.760, 1.325
35.770, 1.304
35.780, 1.176
35.790, 0.978
35.800, 0.769
35.810, 0.603
35.820, 0.506
35.830, 0.478
35.840, 0.496
35.850, 0.528
35.860, 0.546
35.870, 0.534
35.880, 0.490
35.890, 0.422
35.900, 0.342
35.910, 0.263
35.920, 0.193
35.930, 0.140
35.940, 0.106
35.950, 0.091
35.960, 0.089
35.970, 0.094
35.980, 0.097
35.990, 0.095
36.000, 0.085
36.010, 0.069
36.020, 0.051
36.030, 0.034
36.040, 0.021
36.050, 0.011
36.060, 0.006
36.070, 0.003
36.080, 0.001
36.090, 0.000
36.100, 0.000
36.110, 0.000
36.120, 0.001
36.130, 0.003
36.140, 0.011
36.150, 0.035
36.160, 0.099
36.170, 0.250
36.180, 0.573
36.190, 1.187
36.200, 2.224
36.210, 3.767
36.220, 5.774
36.230, 8.009
36.240, 10.057
36.250, 11.443
36.260, 11.822
36.270, 11.141
36.280, 9.683
36.290, 7.955
36.300, 6.481
36.310, 5.604
36.320, 5.386
36.330, 5.621
36.340, 5.958
36.350, 6.057
36.360, 5.720
36.370, 4.945
36.380, 3.890
36.390, 2.779
36.400, 1.802
36.410, 1.061
36.420, 0.568
36.430, 0.277
36.440, 0.125
36.450, 0.055
36.460, 0.027
36.470, 0.018
36.480, 0.016
36.490, 0.016
36.500, 0.016
36.510, 0.014
36.520, 0.012
36.530, 0.010
36.540, 0.008
36.550, 0.008
36.560, 0.009
36.570, 0.011
36.580, 0.014
36.590, 0.018
36.600, 0.022
36.610, 0.026
36.620, 0.029
36.630, 0.031
36.640, 0.031
36.650, 0.030
36.660, 0.032
36.670, 0.041
36.680, 0.061
36.690, 0.098
36.700, 0.155
36.710, 0.227
36.720, 0.305
36.730, 0.373
36.740, 0.414
36.750, 0.419
36.760, 0.388
36.770, 0.334
36.780, 0.275
36.790, 0.227
36.800, 0.201
36.810, 0.196
36.820, 0.205
36.830, 0.215
36.840, 0.216
36.850, 0.203
36.860, 0.177
36.870, 0.144
36.880, 0.112
36.890, 0.088
36.900, 0.074
36.910, 0.071
36.920, 0.073
36.930, 0.076
36.940, 0.076
36.950, 0.072
36.960, 0.062
36.970, 0.051
36.980, 0.041
36.990, 0.034
37.000, 0.031
37.010, 0.032
37.020, 0.035
37.030, 0.037
37.040, 0.036
37.050, 0.032
37.060, 0.027
37.070, 0.020
37.080, 0.013
37.090, 0.008
37.100, 0.005
37.110, 0.002
37.120, 0.001
37.130, 0.000
37.140, 0.000
37.150, 0.000
37.160, 0.000
37.170, 0.000
37.180, 0.000
37.190, 0.000
37.200, 0.000
37.210, 0.000
37.220, 0.000
37.230, 0.000
37.240, 0.000
37.250, 0.000
37.260, 0.000
37.270, 0.000
37.280, 0.000
37.290, 0.000
37.300, 0.001
37.310, 0.002
37.320, 0.008
37.330, 0.024
37.340, 0.064
37.350, 0.156
37.360, 0.345
37.370, 0.689
37.380, 1.246
37.390, 2.039
37.400, 3.022
37.410, 4.056
37.420, 4.929
37.430, 5.428
37.440, 5.429
37.450, 4.954
37.460, 4.177
37.470, 3.347
37.480, 2.699
37.490, 2.363
37.500, 2.340
37.510, 2.515
37.520, 2.717
37.530, 2.791
37.540, 2.647
37.550, 2.292
37.560, 1.801
37.570, 1.283
37.580, 0.828
37.590, 0.484
37.600, 0.256
37.610, 0.123
37.620, 0.053
37.630, 0.021
37.640, 0.008
37.650, 0.003
37.660, 0.001
37.670, 0.001
37.680, 0.000
37.690, 0.000
37.700, 0.000
37.710, 0.000
37.720, 0.000
37.730, 0.000
37.740, 0.000
37.750, 0.000
37.760, 0.000
37.770, 0.000
37.780, 0.000
37.790, 0.000
37.800, 0.000
37.810, 0.000
37.820, 0.000
37.830, 0.000
37.840, 0.000
37.850, 0.000
37.860, 0.000
37.870, 0.000
37.880, 0.000
37.890, 0.001
37.900, 0.002
37.910, 0.006
37.920, 0.014
37.930, 0.033
37.940, 0.070
37.950, 0.134
37.960, 0.234
37.970, 0.371
37.980, 0.536
37.990, 0.704
38.000, 0.841
38.010, 0.917
38.020, 0.914
38.030, 0.842
38.040, 0.735
38.050, 0.643
38.060, 0.616
38.070, 0.685
38.080, 0.859
38.090, 1.113
38.100, 1.400
38.110, 1.657
38.120, 1.829
38.130, 1.887
38.140, 1.836
38.150, 1.708
38.160, 1.553
38.170, 1.419
38.180, 1.344
38.190, 1.339
38.200, 1.393
38.210, 1.472
38.220, 1.533
38.230, 1.539
38.240, 1.476
38.250, 1.352
38.260, 1.193
38.270, 1.026
38.280, 0.877
38.290, 0.757
38.300, 0.667
38.310, 0.602
38.320, 0.550
38.330, 0.502
38.340, 0.452
38.350, 0.398
38.360, 0.342
38.370, 0.286
38.380, 0.233
38.390, 0.184
38.400, 0.141
38.410, 0.106
38.420, 0.079
38.430, 0.060
38.440, 0.049
38.450, 0.042
38.460, 0.038
38.470, 0.033
38.480, 0.028
38.490, 0.022
38.500, 0.017
38.510, 0.014
38.520, 0.014
38.530, 0.017
38.540, 0.022
38.550, 0.028
38.560, 0.034
38.570, 0.038
38.580, 0.038
38.590, 0.035
38.600, 0.030
38.610, 0.025
38.620, 0.021
38.630, 0.022
38.640, 0.028
38.650, 0.040
38.660, 0.059
38.670, 0.083
38.680, 0.110
38.690, 0.135
38.700, 0.152
38.710, 0.157
38.720, 0.149
38.730, 0.130
38.740, 0.107
38.750, 0.085
38.760, 0.072
38.770, 0.073
38.780, 0.090
38.790, 0.122
38.800, 0.168
38.810, 0.223
38.820, 0.279
38.830, 0.325
38.840, 0.352
38.850, 0.353
38.860, 0.327
38.870, 0.283
38.880, 0.235
38.890, 0.201
38.900, 0.197
38.910, 0.234
38.920, 0.311
38.930, 0.421
38.940, 0.542
38.950, 0.646
38.960, 0.707
38.970, 0.708
38.980, 0.649
38.990, 0.548
39.000, 0.431
39.010, 0.329
39.020, 0.261
39.030, 0.233
39.040, 0.240
39.050, 0.264
39.060, 0.288
39.070, 0.298
39.080, 0.287
39.090, 0.260
39.100, 0.226
39.110, 0.199
39.120, 0.185
39.130, 0.184
39.140, 0.189
39.150, 0.191
39.160, 0.183
39.170, 0.163
39.180, 0.135
39.190, 0.107
39.200, 0.085
39.210, 0.075
39.220, 0.080
39.230, 0.105
39.240, 0.155
39.250, 0.249
39.260, 0.415
39.270, 0.686
39.280, 1.089
39.290, 1.615
39.300, 2.209
39.310, 2.763
39.320, 3.150
39.330, 3.268
39.340, 3.090
39.350, 2.680
39.360, 2.165
39.370, 1.692
39.380, 1.373
39.390, 1.253
39.400, 1.307
39.410, 1.455
39.420, 1.597
39.430, 1.648
39.440, 1.564
39.450, 1.354
39.460, 1.065
39.470, 0.761
39.480, 0.493
39.490, 0.290
39.500, 0.155
39.510, 0.075
39.520, 0.033
39.530, 0.013
39.540, 0.005
39.550, 0.002
39.560, 0.000
39.570, 0.000
39.580, 0.000
39.590, 0.001
39.600, 0.004
39.610, 0.011
39.620, 0.027
39.630, 0.061
39.640, 0.126
39.650, 0.234
39.660, 0.394
39.670, 0.604
39.680, 0.840
39.690, 1.059
39.700, 1.213
39.710, 1.263
39.720, 1.198
39.730, 1.040
39.740, 0.840
39.750, 0.654
39.760, 0.527
39.770, 0.476
39.780, 0.494
39.790, 0.552
39.800, 0.612
39.810, 0.639
39.820, 0.616
39.830, 0.547
39.840, 0.455
39.850, 0.372
39.860, 0.336
39.870, 0.379
39.880, 0.518
39.890, 0.754
39.900, 1.064
39.910, 1.395
39.920, 1.683
39.930, 1.868
39.940, 1.921
39.950, 1.854
39.960, 1.713
39.970, 1.558
39.980, 1.432
39.990, 1.356
40.000, 1.323
40.010, 1.312
40.020, 1.298
40.030, 1.257
40.040, 1.179
40.050, 1.067
40.060, 0.935
40.070, 0.800
40.080, 0.679
40.090, 0.575
40.100, 0.491
40.110, 0.427
40.120, 0.394
40.130, 0.413
40.140, 0.516
40.150, 0.746
40.160, 1.153
40.170, 1.789
40.180, 2.690
40.190, 3.846
40.200, 5.167
40.210, 6.472
40.220, 7.519
40.230, 8.080
40.240, 8.032
40.250, 7.415
40.260, 6.430
40.270, 5.362
40.280, 4.487
40.290, 3.981
40.300, 3.876
40.310, 4.068
40.320, 4.367
40.330, 4.564
40.340, 4.509
40.350, 4.148
40.360, 3.534
40.370, 2.790
40.380, 2.053
40.390, 1.429
40.400, 0.966
40.410, 0.660
40.420, 0.475
40.430, 0.364
40.440, 0.294
40.450, 0.252
40.460, 0.250
40.470, 0.327
40.480, 0.547
40.490, 0.995
40.500, 1.759
40.510, 2.882
40.520, 4.316
40.530, 5.883
40.540, 7.290
40.550, 8.212
40.560, 8.419
40.570, 7.876
40.580, 6.774
40.590, 5.453
40.600, 4.280
40.610, 3.522
40.620, 3.278
40.630, 3.473
40.640, 3.901
40.650, 4.312
40.660, 4.485
40.670, 4.305
40.680, 3.785
40.690, 3.044
40.700, 2.245
40.710, 1.531
40.720, 0.981
40.730, 0.609
40.740, 0.382
40.750, 0.251
40.760, 0.174
40.770, 0.123
40.780, 0.085
40.790, 0.056
40.800, 0.034
40.810, 0.020
40.820, 0.015
40.830, 0.023
40.840, 0.056
40.850, 0.142
40.860, 0.333
40.870, 0.716
40.880, 1.399
40.890, 2.483
40.900, 4.005
40.910, 5.870
40.920, 7.818
40.930, 9.465
40.940, 10.417
40.950, 10.435
40.960, 9.538
40.970, 8.012
40.980, 6.303
40.990, 4.852
41.000, 3.960
41.010, 3.716
41.020, 4.006
41.030, 4.568
41.040, 5.092
41.050, 5.312
41.060, 5.092
41.070, 4.454
41.080, 3.546
41.090, 2.566
41.100, 1.688
41.110, 1.009
41.120, 0.548
41.130, 0.271
41.140, 0.122
41.150, 0.050
41.160, 0.019
41.170, 0.006
41.180, 0.002
41.190, 0.001
41.200, 0.001
41.210, 0.001
41.220, 0.004
41.230, 0.009
41.240, 0.020
41.250, 0.042
41.260, 0.082
41.270, 0.144
41.280, 0.235
41.290, 0.356
41.300, 0.500
41.310, 0.653
41.320, 0.795
41.330, 0.901
41.340, 0.952
41.350, 0.936
41.360, 0.860
41.370, 0.743
41.380, 0.615
41.390, 0.507
41.400, 0.437
41.410, 0.412
41.420, 0.422
41.430, 0.450
41.440, 0.476
41.450, 0.481
41.460, 0.457
41.470, 0.403
41.480, 0.329
41.490, 0.247
41.500, 0.171
41.510, 0.108
41.520, 0.063
41.530, 0.034
41.540, 0.020
41.550, 0.017
41.560, 0.030
41.570, 0.064
41.580, 0.136
41.590, 0.266
41.600, 0.473
41.610, 0.767
41.620, 1.130
41.630, 1.514
41.640, 1.846
41.650, 2.047
41.660, 2.067
41.670, 1.904
41.680, 1.610
41.690, 1.269
41.700, 0.969
41.710, 0.773
41.720, 0.705
41.730, 0.749
41.740, 0.859
41.750, 0.977
41.760, 1.046
41.770, 1.036
41.780, 0.943
41.790, 0.793
41.800, 0.626
41.810, 0.480
41.820, 0.374
41.830, 0.311
41.840, 0.277
41.850, 0.257
41.860, 0.234
41.870, 0.203
41.880, 0.167
41.890, 0.135
41.900, 0.116
41.910, 0.118
41.920, 0.147
41.930, 0.202
41.940, 0.275
41.950, 0.355
41.960, 0.427
41.970, 0.477
41.980, 0.500
41.990, 0.500
42.000, 0.493
42.010, 0.494
42.020, 0.512
42.030, 0.546
42.040, 0.582
42.050, 0.605
42.060, 0.601
42.070, 0.567
42.080, 0.512
42.090, 0.454
42.100, 0.419
42.110, 0.439
42.120, 0.548
42.130, 0.780
42.140, 1.154
42.150, 1.657
42.160, 2.236
42.170, 2.792
42.180, 3.206
42.190, 3.377
42.200, 3.260
42.210, 2.891
42.220, 2.377
42.230, 1.853
42.240, 1.438
42.250, 1.205
42.260, 1.165
42.270, 1.277
42.280, 1.466
42.290, 1.646
42.300, 1.752
42.310, 1.761
42.320, 1.696
42.330, 1.611
42.340, 1.562
42.350, 1.575
42.360, 1.633
42.370, 1.683
42.380, 1.667
42.390, 1.551
42.400, 1.340
42.410, 1.076
42.420, 0.820
42.430, 0.624
42.440, 0.520
42.450, 0.509
42.460, 0.569
42.470, 0.660
42.480, 0.741
42.490, 0.777
42.500, 0.757
42.510, 0.694
42.520, 0.624
42.530, 0.593
42.540, 0.644
42.550, 0.798
42.560, 1.050
42.570, 1.365
42.580, 1.690
42.590, 1.984
42.600, 2.238
42.610, 2.488
42.620, 2.798
42.630, 3.217
42.640, 3.738
42.650, 4.275
42.660, 4.694
42.670, 4.865
42.680, 4.723
42.690, 4.295
42.700, 3.688
42.710, 3.048
42.720, 2.507
42.730, 2.155
42.740, 2.017
42.750, 2.061
42.760, 2.205
42.770, 2.344
42.780, 2.388
42.790, 2.285
42.800, 2.037
42.810, 1.691
42.820, 1.310
42.830, 0.954
42.840, 0.660
42.850, 0.443
42.860, 0.297
42.870, 0.212
42.880, 0.171
42.890, 0.160
42.900, 0.165
42.910, 0.175
42.920, 0.181
42.930, 0.178
42.940, 0.164
42.950, 0.143
42.960, 0.120
42.970, 0.100
42.980, 0.084
42.990, 0.074
43.000, 0.067
43.010, 0.060
43.020, 0.052
43.030, 0.043
43.040, 0.033
43.050, 0.024
43.060, 0.018
43.070, 0.014
43.080, 0.012
43.090, 0.013
43.100, 0.014
43.110, 0.015
43.120, 0.015
43.130, 0.014
43.140, 0.013
43.150, 0.013
43.160, 0.017
43.170, 0.029
43.180, 0.059
43.190, 0.116
43.200, 0.212
43.210, 0.356
43.220, 0.545
43.230, 0.764
43.240, 0.980
43.250, 1.153
43.260, 1.252
43.270, 1.263
43.280, 1.196
43.290, 1.082
43.300, 0.956
43.310, 0.847
43.320, 0.777
43.330, 0.755
43.340, 0.785
43.350, 0.860
43.360, 0.966
43.370, 1.082
43.380, 1.182
43.390, 1.241
43.400, 1.245
43.410, 1.187
43.420, 1.077
43.430, 0.940
43.440, 0.815
43.450, 0.753
43.460, 0.809
43.470, 1.030
43.480, 1.437
43.490, 2.003
43.500, 2.648
43.510, 3.242
43.520, 3.654
43.530, 3.797
43.540, 3.683
43.550, 3.447
43.560, 3.318
43.570, 3.562
43.580, 4.396
43.590, 5.895
43.600, 7.923
43.610, 10.122
43.620, 11.989
43.630, 13.035
43.640, 12.965
43.650, 11.799
43.660, 9.866
43.670, 7.673
43.680, 5.731
43.690, 4.403
43.700, 3.832
43.710, 3.944
43.720, 4.503
43.730, 5.185
43.740, 5.674
43.750, 5.748
43.760, 5.337
43.770, 4.524
43.780, 3.497
43.790, 2.464
43.800, 1.583
43.810, 0.930
43.820, 0.506
43.830, 0.275
43.840, 0.198
43.850, 0.262
43.860, 0.490
43.870, 0.941
43.880, 1.685
43.890, 2.761
43.900, 4.126
43.910, 5.621
43.920, 6.982
43.930, 7.908
43.940, 8.173
43.950, 7.719
43.960, 6.691
43.970, 5.384
43.980, 4.138
43.990, 3.228
44.000, 2.801
44.010, 2.856
44.020, 3.265
44.030, 3.824
44.040, 4.306
44.050, 4.522
44.060, 4.379
44.070, 3.895
44.080, 3.182
44.090, 2.399
44.100, 1.685
44.110, 1.128
44.120, 0.749
44.130, 0.520
44.140, 0.392
44.150, 0.318
44.160, 0.266
44.170, 0.219
44.180, 0.174
44.190, 0.132
44.200, 0.096
44.210, 0.069
44.220, 0.049
44.230, 0.035
44.240, 0.026
44.250, 0.019
44.260, 0.014
44.270, 0.010
44.280, 0.007
44.290, 0.004
44.300, 0.002
44.310, 0.001
44.320, 0.001
44.330, 0.000
44.340, 0.000
44.350, 0.000
44.360, 0.000
44.370, 0.000
44.380, 0.000
44.390, 0.000
44.400, 0.000
44.410, 0.000
44.420, 0.000
44.430, 0.000
44.440, 0.000
44.450, 0.000
44.460, 0.000
44.470, 0.000
44.480, 0.001
44.490, 0.001
44.500, 0.002
44.510, 0.004
44.520, 0.007
44.530, 0.011
44.540, 0.015
44.550, 0.018
44.560, 0.021
44.570, 0.022
44.580, 0.021
44.590, 0.018
44.600, 0.015
44.610, 0.012
44.620, 0.010
44.630, 0.009
44.640, 0.010
44.650, 0.015
44.660, 0.024
44.670, 0.040
44.680, 0.066
44.690, 0.107
44.700, 0.163
44.710, 0.230
44.720, 0.301
44.730, 0.361
44.740, 0.398
44.750, 0.401
44.760, 0.369
44.770, 0.313
44.780, 0.246
44.790, 0.184
44.800, 0.140
44.810, 0.120
44.820, 0.122
44.830, 0.141
44.840, 0.168
44.850, 0.192
44.860, 0.204
44.870, 0.199
44.880, 0.178
44.890, 0.146
44.900, 0.110
44.910, 0.077
44.920, 0.052
44.930, 0.039
44.940, 0.036
44.950, 0.043
44.960, 0.058
44.970, 0.078
44.980, 0.099
44.990, 0.116
45.000, 0.126
45.010, 0.129
45.020, 0.125
45.030, 0.118
45.040, 0.114
45.050, 0.115
45.060, 0.122
45.070, 0.132
45.080, 0.141
45.090, 0.144
45.100, 0.141
45.110, 0.132
45.120, 0.117
45.130, 0.100
45.140, 0.083
45.150, 0.070
45.160, 0.061
45.170, 0.057
45.180, 0.057
45.190, 0.058
45.200, 0.057
45.210, 0.055
45.220, 0.052
45.230, 0.051
45.240, 0.055
45.250, 0.066
45.260, 0.087
45.270, 0.114
45.280, 0.143
45.290, 0.167
45.300, 0.179
45.310, 0.177
45.320, 0.160
45.330, 0.133
45.340, 0.103
45.350, 0.076
45.360, 0.058
45.370, 0.050
45.380, 0.053
45.390, 0.062
45.400, 0.074
45.410, 0.085
45.420, 0.090
45.430, 0.088
45.440, 0.078
45.450, 0.064
45.460, 0.048
45.470, 0.033
45.480, 0.021
45.490, 0.014
45.500, 0.009
45.510, 0.008
45.520, 0.008
45.530, 0.009
45.540, 0.009
45.550, 0.009
45.560, 0.008
45.570, 0.007
45.580, 0.006
45.590, 0.004
45.600, 0.004
45.610, 0.005
45.620, 0.010
45.630, 0.025
45.640, 0.061
45.650, 0.143
45.660, 0.314
45.670, 0.640
45.680, 1.201
45.690, 2.079
45.700, 3.318
45.710, 4.888
45.720, 6.651
45.730, 8.365
45.740, 9.735
45.750, 10.488
45.760, 10.469
45.770, 9.698
45.780, 8.367
45.790, 6.792
45.800, 5.312
45.810, 4.205
45.820, 3.620
45.830, 3.562
45.840, 3.912
45.850, 4.465
45.860, 4.992
45.870, 5.294
45.880, 5.249
45.890, 4.835
45.900, 4.127
45.910, 3.259
45.920, 2.379
45.930, 1.604
45.940, 1.000
45.950, 0.577
45.960, 0.309
45.970, 0.156
45.980, 0.076
45.990, 0.039
46.000, 0.024
46.010, 0.020
46.020, 0.020
46.030, 0.020
46.040, 0.020
46.050, 0.019
46.060, 0.017
46.070, 0.015
46.080, 0.013
46.090, 0.013
46.100, 0.012
46.110, 0.013
46.120, 0.013
46.130, 0.014
46.140, 0.014
46.150, 0.013
46.160, 0.012
46.170, 0.011
46.180, 0.009
46.190, 0.008
46.200, 0.008
46.210, 0.009
46.220, 0.011
46.230, 0.017
46.240, 0.031
46.250, 0.059
46.260, 0.109
46.270, 0.190
46.280, 0.309
46.290, 0.463
46.300, 0.641
46.310, 0.820
46.320, 0.974
46.330, 1.079
46.340, 1.121
46.350, 1.099
46.360, 1.026
46.370, 0.917
46.380, 0.793
46.390, 0.674
46.400, 0.580
46.410, 0.521
46.420, 0.502
46.430, 0.514
46.440, 0.542
46.450, 0.570
46.460, 0.584
46.470, 0.577
46.480, 0.549
46.490, 0.503
46.500, 0.444
46.510, 0.377
46.520, 0.306
46.530, 0.238
46.540, 0.175
46.550, 0.122
46.560, 0.080
46.570, 0.051
46.580, 0.033
46.590, 0.023
46.600, 0.021
46.610, 0.023
46.620, 0.028
46.630, 0.033
46.640, 0.036
46.650, 0.037
46.660, 0.034
46.670, 0.029
46.680, 0.023
46.690, 0.016
46.700, 0.010
46.710, 0.006
46.720, 0.003
46.730, 0.002
46.740, 0.001
46.750, 0.000
46.760, 0.000
46.770, 0.001
46.780, 0.002
46.790, 0.005
46.800, 0.012
46.810, 0.024
46.820, 0.045
46.830, 0.079
46.840, 0.128
46.850, 0.196
46.860, 0.288
46.870, 0.409
46.880, 0.568
46.890, 0.771
46.900, 1.017
46.910, 1.287
46.920, 1.540
46.930, 1.726
46.940, 1.800
46.950, 1.738
46.960, 1.555
46.970, 1.296
46.980, 1.022
46.990, 0.788
47.000, 0.629
47.010, 0.559
47.020, 0.572
47.030, 0.645
47.040, 0.747
47.050, 0.840
47.060, 0.891
47.070, 0.878
47.080, 0.800
47.090, 0.677
47.100, 0.547
47.110, 0.456
47.120, 0.464
47.130, 0.638
47.140, 1.055
47.150, 1.789
47.160, 2.874
47.170, 4.266
47.180, 5.808
47.190, 7.236
47.200, 8.246
47.210, 8.596
47.220, 8.200
47.230, 7.168
47.240, 5.767
47.250, 4.324
47.260, 3.129
47.270, 2.367
47.280, 2.100
47.290, 2.282
47.300, 2.782
47.310, 3.415
47.320, 3.976
47.330, 4.286
47.340, 4.244
47.350, 3.849
47.360, 3.198
47.370, 2.443
47.380, 1.735
47.390, 1.191
47.400, 0.876
47.410, 0.807
47.420, 0.974
47.430, 1.338
47.440, 1.831
47.450, 2.355
47.460, 2.793
47.470, 3.037
47.480, 3.024
47.490, 2.759
47.500, 2.314
47.510, 1.800
47.520, 1.332
47.530, 0.998
47.540, 0.843
47.550, 0.867
47.560, 1.035
47.570, 1.286
47.580, 1.543
47.590, 1.734
47.600, 1.806
47.610, 1.746
47.620, 1.578
47.630, 1.351
47.640, 1.117
47.650, 0.914
47.660, 0.758
47.670, 0.646
47.680, 0.567
47.690, 0.517
47.700, 0.499
47.710, 0.530
47.720, 0.630
47.730, 0.813
47.740, 1.080
47.750, 1.404
47.760, 1.731
47.770, 1.992
47.780, 2.122
47.790, 2.083
47.800, 1.884
47.810, 1.571
47.820, 1.218
47.830, 0.896
47.840, 0.659
47.850, 0.534
47.860, 0.522
47.870, 0.598
47.880, 0.729
47.890, 0.870
47.900, 0.984
47.910, 1.047
47.920, 1.066
47.930, 1.081
47.940, 1.167
47.950, 1.421
47.960, 1.939
47.970, 2.788
47.980, 3.976
47.990, 5.425
48.000, 6.978
48.010, 8.433
48.020, 9.602
48.030, 10.375
48.040, 10.756
48.050, 10.851
48.060, 10.811
48.070, 10.761
48.080, 10.741
48.090, 10.702
48.100, 10.550
48.110, 10.208
48.120, 9.661
48.130, 8.962
48.140, 8.200
48.150, 7.457
48.160, 6.791
48.170, 6.235
48.180, 5.802
48.190, 5.488
48.200, 5.262
48.210, 5.061
48.220, 4.802
48.230, 4.413
48.240, 3.864
48.250, 3.183
48.260, 2.448
48.270, 1.751
48.280, 1.163
48.290, 0.720
48.300, 0.419
48.310, 0.231
48.320, 0.123
48.330, 0.065
48.340, 0.035
48.350, 0.023
48.360, 0.020
48.370, 0.026
48.380, 0.038
48.390, 0.057
48.400, 0.080
48.410, 0.108
48.420, 0.139
48.430, 0.170
48.440, 0.201
48.450, 0.230
48.460, 0.255
48.470, 0.273
48.480, 0.279
48.490, 0.270
48.500, 0.248
48.510, 0.215
48.520, 0.178
48.530, 0.145
48.540, 0.121
48.550, 0.110
48.560, 0.111
48.570, 0.123
48.580, 0.140
48.590, 0.159
48.600, 0.173
48.610, 0.180
48.620, 0.174
48.630, 0.157
48.640, 0.131
48.650, 0.102
48.660, 0.073
48.670, 0.049
48.680, 0.032
48.690, 0.022
48.700, 0.018
48.710, 0.019
48.720, 0.024
48.730, 0.032
48.740, 0.042
48.750, 0.053
48.760, 0.065
48.770, 0.077
48.780, 0.086
48.790, 0.092
48.800, 0.092
48.810, 0.089
48.820, 0.084
48.830, 0.084
48.840, 0.094
48.850, 0.120
48.860, 0.167
48.870, 0.231
48.880, 0.306
48.890, 0.377
48.900, 0.431
48.910, 0.455
48.920, 0.443
48.930, 0.399
48.940, 0.338
48.950, 0.281
48.960, 0.252
48.970, 0.278
48.980, 0.387
48.990, 0.599
49.000, 0.924
49.010, 1.345
49.020, 1.811
49.030, 2.244
49.040, 2.554
49.050, 2.670
49.060, 2.570
49.070, 2.289
49.080, 1.914
49.090, 1.548
49.100, 1.284
49.110, 1.174
49.120, 1.226
49.130, 1.404
49.140, 1.646
49.150, 1.877
49.160, 2.031
49.170, 2.061
49.180, 1.956
49.190, 1.733
49.200, 1.438
49.210, 1.127
49.220, 0.854
49.230, 0.654
49.240, 0.543
49.250, 0.510
49.260, 0.536
49.270, 0.596
49.280, 0.675
49.290, 0.769
49.300, 0.890
49.310, 1.046
49.320, 1.237
49.330, 1.436
49.340, 1.602
49.350, 1.685
49.360, 1.651
49.370, 1.497
49.380, 1.253
49.390, 0.971
49.400, 0.707
49.410, 0.502
49.420, 0.383
49.430, 0.353
49.440, 0.400
49.450, 0.503
49.460, 0.628
49.470, 0.740
49.480, 0.808
49.490, 0.811
49.500, 0.748
49.510, 0.632
49.520, 0.489
49.530, 0.348
49.540, 0.226
49.550, 0.135
49.560, 0.074
49.570, 0.037
49.580, 0.017
49.590, 0.008
49.600, 0.003
