##NAMES=Synchysite-(Ce)
##RRUFFID=R060210
##IDEAL CHEMISTRY=CaCe(CO_3_)_2_F
##LOCALITY=Mont Saint-Hilaire, Rouville County, Quebec, Canada
##OWNER=RRUFF
##SOURCE=Royal Ontario Museum
##DESCRIPTION=Yellowish-brown thin pseudohexagonal tablets
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R060210
##MEASURED CHEMISTRY=Ca_1.00_(Ce_0.55_(La,Pr)_0.28_Nd_0.15_Y_0.02_)(CO_3_)_2_F_1.00_
##CELL PARAMETERS=a: 12.330(5) b: 7.110(2) c: 18.758(8) alpha: 90 beta: 102.70(2) gamma: 90 volume: 1604.1(10) crystal system: monoclinic
49.810, 1.015
49.820, 0.823
49.830, 0.618
49.840, 0.440
49.850, 0.315
49.860, 0.254
49.870, 0.257
49.880, 0.310
49.890, 0.396
49.900, 0.489
49.910, 0.564
49.920, 0.599
49.930, 0.586
49.940, 0.525
49.950, 0.431
49.960, 0.325
49.970, 0.224
49.980, 0.142
49.990, 0.082
50.000, 0.044
50.010, 0.021
50.020, 0.010
50.030, 0.004
50.040, 0.001
50.050, 0.001
50.060, 0.000
50.070, 0.000
50.080, 0.000
50.090, 0.000
50.100, 0.000
50.110, 0.000
50.120, 0.000
50.130, 0.000
50.140, 0.000
50.150, 0.000
50.160, 0.001
50.170, 0.001
50.180, 0.002
50.190, 0.004
50.200, 0.007
50.210, 0.011
50.220, 0.015
50.230, 0.019
50.240, 0.024
50.250, 0.029
50.260, 0.034
50.270, 0.039
50.280, 0.044
50.290, 0.047
50.300, 0.050
50.310, 0.051
50.320, 0.052
50.330, 0.055
50.340, 0.059
50.350, 0.067
50.360, 0.076
50.370, 0.086
50.380, 0.092
50.390, 0.093
50.400, 0.089
50.410, 0.080
50.420, 0.068
50.430, 0.057
50.440, 0.046
50.450, 0.038
50.460, 0.032
50.470, 0.030
50.480, 0.031
50.490, 0.033
50.500, 0.036
50.510, 0.039
50.520, 0.039
50.530, 0.037
50.540, 0.032
50.550, 0.025
50.560, 0.019
50.570, 0.013
50.580, 0.008
50.590, 0.004
50.600, 0.002
50.610, 0.001
50.620, 0.000
50.630, 0.000
50.640, 0.000
50.650, 0.000
50.660, 0.000
50.670, 0.000
50.680, 0.000
50.690, 0.000
50.700, 0.000
50.710, 0.000
50.720, 0.000
50.730, 0.000
50.740, 0.000
50.750, 0.000
50.760, 0.000
50.770, 0.000
50.780, 0.000
50.790, 0.000
50.800, 0.000
50.810, 0.000
50.820, 0.000
50.830, 0.000
50.840, 0.000
50.850, 0.000
50.860, 0.000
50.870, 0.000
50.880, 0.000
50.890, 0.000
50.900, 0.000
50.910, 0.000
50.920, 0.000
50.930, 0.000
50.940, 0.000
50.950, 0.000
50.960, 0.000
50.970, 0.000
50.980, 0.000
50.990, 0.000
51.000, 0.000
51.010, 0.000
51.020, 0.000
51.030, 0.000
51.040, 0.000
51.050, 0.000
51.060, 0.000
51.070, 0.000
51.080, 0.000
51.090, 0.000
51.100, 0.000
51.110, 0.000
51.120, 0.000
51.130, 0.000
51.140, 0.000
51.150, 0.000
51.160, 0.000
51.170, 0.000
51.180, 0.002
51.190, 0.005
51.200, 0.013
51.210, 0.032
51.220, 0.073
51.230, 0.156
51.240, 0.304
51.250, 0.546
51.260, 0.900
51.270, 1.367
51.280, 1.914
51.290, 2.478
51.300, 2.973
51.310, 3.324
51.320, 3.484
51.330, 3.447
51.340, 3.248
51.350, 2.939
51.360, 2.575
51.370, 2.203
51.380, 1.867
51.390, 1.602
51.400, 1.439
51.410, 1.391
51.420, 1.443
51.430, 1.558
51.440, 1.682
51.450, 1.766
51.460, 1.778
51.470, 1.712
51.480, 1.580
51.490, 1.403
51.500, 1.200
51.510, 0.988
51.520, 0.779
51.530, 0.585
51.540, 0.415
51.550, 0.278
51.560, 0.176
51.570, 0.105
51.580, 0.060
51.590, 0.033
51.600, 0.018
51.610, 0.010
51.620, 0.006
51.630, 0.003
51.640, 0.002
51.650, 0.002
51.660, 0.002
51.670, 0.003
51.680, 0.004
51.690, 0.005
51.700, 0.006
51.710, 0.008
51.720, 0.009
51.730, 0.010
51.740, 0.011
51.750, 0.010
51.760, 0.010
51.770, 0.009
51.780, 0.007
51.790, 0.005
51.800, 0.004
51.810, 0.003
51.820, 0.002
51.830, 0.002
51.840, 0.002
51.850, 0.003
51.860, 0.003
51.870, 0.004
51.880, 0.004
51.890, 0.004
51.900, 0.004
51.910, 0.004
51.920, 0.003
51.930, 0.002
51.940, 0.002
51.950, 0.001
51.960, 0.001
51.970, 0.000
51.980, 0.000
51.990, 0.000
52.000, 0.000
52.010, 0.000
52.020, 0.000
52.030, 0.000
52.040, 0.000
52.050, 0.000
52.060, 0.000
52.070, 0.000
52.080, 0.000
52.090, 0.000
52.100, 0.000
52.110, 0.000
52.120, 0.000
52.130, 0.000
52.140, 0.000
52.150, 0.000
52.160, 0.000
52.170, 0.000
52.180, 0.000
52.190, 0.000
52.200, 0.000
52.210, 0.001
52.220, 0.004
52.230, 0.012
52.240, 0.029
52.250, 0.065
52.260, 0.138
52.270, 0.267
52.280, 0.479
52.290, 0.791
52.300, 1.208
52.310, 1.709
52.320, 2.242
52.330, 2.737
52.340, 3.122
52.350, 3.345
52.360, 3.387
52.370, 3.263
52.380, 3.010
52.390, 2.676
52.400, 2.307
52.410, 1.947
52.420, 1.637
52.430, 1.417
52.440, 1.308
52.450, 1.312
52.460, 1.404
52.470, 1.537
52.480, 1.662
52.490, 1.736
52.500, 1.737
52.510, 1.664
52.520, 1.528
52.530, 1.347
52.540, 1.140
52.550, 0.923
52.560, 0.711
52.570, 0.519
52.580, 0.358
52.590, 0.233
52.600, 0.144
52.610, 0.086
52.620, 0.052
52.630, 0.033
52.640, 0.024
52.650, 0.019
52.660, 0.016
52.670, 0.013
52.680, 0.010
52.690, 0.008
52.700, 0.006
52.710, 0.004
52.720, 0.002
52.730, 0.001
52.740, 0.001
52.750, 0.000
52.760, 0.000
52.770, 0.000
52.780, 0.000
52.790, 0.000
52.800, 0.000
52.810, 0.000
52.820, 0.000
52.830, 0.000
52.840, 0.000
52.850, 0.000
52.860, 0.000
52.870, 0.000
52.880, 0.000
52.890, 0.000
52.900, 0.000
52.910, 0.000
52.920, 0.000
52.930, 0.000
52.940, 0.000
52.950, 0.000
52.960, 0.000
52.970, 0.000
52.980, 0.000
52.990, 0.000
53.000, 0.000
53.010, 0.000
53.020, 0.000
53.030, 0.000
53.040, 0.000
53.050, 0.000
53.060, 0.000
53.070, 0.000
53.080, 0.000
53.090, 0.000
53.100, 0.000
53.110, 0.000
53.120, 0.000
53.130, 0.000
53.140, 0.000
53.150, 0.000
53.160, 0.000
53.170, 0.000
53.180, 0.000
53.190, 0.000
53.200, 0.000
53.210, 0.000
53.220, 0.000
53.230, 0.000
53.240, 0.000
53.250, 0.000
53.260, 0.000
53.270, 0.000
53.280, 0.000
53.290, 0.000
53.300, 0.000
53.310, 0.000
53.320, 0.000
53.330, 0.000
53.340, 0.000
53.350, 0.000
53.360, 0.000
53.370, 0.000
53.380, 0.000
53.390, 0.000
53.400, 0.000
53.410, 0.000
53.420, 0.000
53.430, 0.000
53.440, 0.000
53.450, 0.000
53.460, 0.000
53.470, 0.000
53.480, 0.000
53.490, 0.000
53.500, 0.001
53.510, 0.002
53.520, 0.004
53.530, 0.009
53.540, 0.017
53.550, 0.030
53.560, 0.049
53.570, 0.075
53.580, 0.105
53.590, 0.139
53.600, 0.172
53.610, 0.202
53.620, 0.227
53.630, 0.248
53.640, 0.271
53.650, 0.305
53.660, 0.360
53.670, 0.451
53.680, 0.593
53.690, 0.798
53.700, 1.077
53.710, 1.432
53.720, 1.862
53.730, 2.350
53.740, 2.864
53.750, 3.348
53.760, 3.732
53.770, 3.947
53.780, 3.942
53.790, 3.710
53.800, 3.289
53.810, 2.759
53.820, 2.213
53.830, 1.738
53.840, 1.390
53.850, 1.194
53.860, 1.144
53.870, 1.216
53.880, 1.372
53.890, 1.568
53.900, 1.756
53.910, 1.888
53.920, 1.927
53.930, 1.854
53.940, 1.674
53.950, 1.417
53.960, 1.123
53.970, 0.835
53.980, 0.585
53.990, 0.391
54.000, 0.252
54.010, 0.162
54.020, 0.106
54.030, 0.073
54.040, 0.053
54.050, 0.040
54.060, 0.031
54.070, 0.024
54.080, 0.019
54.090, 0.015
54.100, 0.013
54.110, 0.013
54.120, 0.014
54.130, 0.016
54.140, 0.019
54.150, 0.021
54.160, 0.022
54.170, 0.022
54.180, 0.021
54.190, 0.020
54.200, 0.018
54.210, 0.017
54.220, 0.016
54.230, 0.016
54.240, 0.018
54.250, 0.020
54.260, 0.022
54.270, 0.025
54.280, 0.027
54.290, 0.028
54.300, 0.027
54.310, 0.025
54.320, 0.021
54.330, 0.017
54.340, 0.013
54.350, 0.010
54.360, 0.008
54.370, 0.007
54.380, 0.007
54.390, 0.008
54.400, 0.009
54.410, 0.011
54.420, 0.012
54.430, 0.013
54.440, 0.014
54.450, 0.013
54.460, 0.012
54.470, 0.010
54.480, 0.008
54.490, 0.005
54.500, 0.004
54.510, 0.002
54.520, 0.001
54.530, 0.001
54.540, 0.000
54.550, 0.000
54.560, 0.000
54.570, 0.000
54.580, 0.000
54.590, 0.000
54.600, 0.000
54.610, 0.000
54.620, 0.000
54.630, 0.000
54.640, 0.000
54.650, 0.000
54.660, 0.000
54.670, 0.000
54.680, 0.000
54.690, 0.000
54.700, 0.000
54.710, 0.000
54.720, 0.000
54.730, 0.000
54.740, 0.000
54.750, 0.000
54.760, 0.000
54.770, 0.000
54.780, 0.000
54.790, 0.000
54.800, 0.000
54.810, 0.000
54.820, 0.000
54.830, 0.000
54.840, 0.001
54.850, 0.002
54.860, 0.004
54.870, 0.007
54.880, 0.013
54.890, 0.023
54.900, 0.036
54.910, 0.053
54.920, 0.072
54.930, 0.092
54.940, 0.109
54.950, 0.123
54.960, 0.131
54.970, 0.132
54.980, 0.128
54.990, 0.121
55.000, 0.113
55.010, 0.107
55.020, 0.103
55.030, 0.101
55.040, 0.102
55.050, 0.103
55.060, 0.104
55.070, 0.104
55.080, 0.103
55.090, 0.099
55.100, 0.094
55.110, 0.087
55.120, 0.079
55.130, 0.071
55.140, 0.064
55.150, 0.057
55.160, 0.053
55.170, 0.049
55.180, 0.047
55.190, 0.044
55.200, 0.042
55.210, 0.039
55.220, 0.036
55.230, 0.037
55.240, 0.047
55.250, 0.080
55.260, 0.155
55.270, 0.307
55.280, 0.582
55.290, 1.031
55.300, 1.701
55.310, 2.615
55.320, 3.751
55.330, 5.031
55.340, 6.330
55.350, 7.498
55.360, 8.397
55.370, 8.928
55.380, 9.045
55.390, 8.760
55.400, 8.127
55.410, 7.232
55.420, 6.189
55.430, 5.129
55.440, 4.188
55.450, 3.483
55.460, 3.087
55.470, 3.013
55.480, 3.210
55.490, 3.577
55.500, 3.996
55.510, 4.353
55.520, 4.567
55.530, 4.595
55.540, 4.429
55.550, 4.088
55.560, 3.608
55.570, 3.037
55.580, 2.428
55.590, 1.836
55.600, 1.308
55.610, 0.876
55.620, 0.551
55.630, 0.329
55.640, 0.189
55.650, 0.110
55.660, 0.070
55.670, 0.051
55.680, 0.042
55.690, 0.037
55.700, 0.034
55.710, 0.030
55.720, 0.026
55.730, 0.021
55.740, 0.017
55.750, 0.012
55.760, 0.009
55.770, 0.006
55.780, 0.004
55.790, 0.002
55.800, 0.001
55.810, 0.001
55.820, 0.000
55.830, 0.000
55.840, 0.000
55.850, 0.000
55.860, 0.000
55.870, 0.000
55.880, 0.000
55.890, 0.000
55.900, 0.000
55.910, 0.000
55.920, 0.000
55.930, 0.000
55.940, 0.000
55.950, 0.000
55.960, 0.000
55.970, 0.000
55.980, 0.000
55.990, 0.000
56.000, 0.000
56.010, 0.000
56.020, 0.000
56.030, 0.000
56.040, 0.000
56.050, 0.000
56.060, 0.000
56.070, 0.000
56.080, 0.000
56.090, 0.000
56.100, 0.000
56.110, 0.000
56.120, 0.000
56.130, 0.000
56.140, 0.000
56.150, 0.000
56.160, 0.000
56.170, 0.000
56.180, 0.000
56.190, 0.000
56.200, 0.000
56.210, 0.000
56.220, 0.001
56.230, 0.002
56.240, 0.004
56.250, 0.008
56.260, 0.015
56.270, 0.026
56.280, 0.040
56.290, 0.058
56.300, 0.077
56.310, 0.094
56.320, 0.107
56.330, 0.113
56.340, 0.110
56.350, 0.100
56.360, 0.084
56.370, 0.068
56.380, 0.055
56.390, 0.049
56.400, 0.059
56.410, 0.090
56.420, 0.155
56.430, 0.265
56.440, 0.434
56.450, 0.666
56.460, 0.958
56.470, 1.290
56.480, 1.628
56.490, 1.925
56.500, 2.132
56.510, 2.211
56.520, 2.145
56.530, 1.945
56.540, 1.647
56.550, 1.305
56.560, 0.973
56.570, 0.698
56.580, 0.507
56.590, 0.411
56.600, 0.404
56.610, 0.473
56.620, 0.597
56.630, 0.747
56.640, 0.897
56.650, 1.015
56.660, 1.078
56.670, 1.071
56.680, 0.994
56.690, 0.861
56.700, 0.694
56.710, 0.520
56.720, 0.362
56.730, 0.234
56.740, 0.140
56.750, 0.078
56.760, 0.040
56.770, 0.019
56.780, 0.008
56.790, 0.003
56.800, 0.001
56.810, 0.001
56.820, 0.000
56.830, 0.000
56.840, 0.001
56.850, 0.001
56.860, 0.002
56.870, 0.004
56.880, 0.006
56.890, 0.008
56.900, 0.011
56.910, 0.014
56.920, 0.017
56.930, 0.019
56.940, 0.020
56.950, 0.020
56.960, 0.019
56.970, 0.017
56.980, 0.015
56.990, 0.013
57.000, 0.011
57.010, 0.010
57.020, 0.011
57.030, 0.012
57.040, 0.015
57.050, 0.018
57.060, 0.021
57.070, 0.023
57.080, 0.024
57.090, 0.024
57.100, 0.022
57.110, 0.019
57.120, 0.016
57.130, 0.012
57.140, 0.009
57.150, 0.007
57.160, 0.006
57.170, 0.005
57.180, 0.005
57.190, 0.005
57.200, 0.006
57.210, 0.007
57.220, 0.008
57.230, 0.008
57.240, 0.007
57.250, 0.007
57.260, 0.005
57.270, 0.004
57.280, 0.003
57.290, 0.002
57.300, 0.001
57.310, 0.001
57.320, 0.000
57.330, 0.000
57.340, 0.000
57.350, 0.000
57.360, 0.000
57.370, 0.000
57.380, 0.000
57.390, 0.000
57.400, 0.000
57.410, 0.000
57.420, 0.000
57.430, 0.000
57.440, 0.000
57.450, 0.000
57.460, 0.000
57.470, 0.000
57.480, 0.000
57.490, 0.001
57.500, 0.001
57.510, 0.002
57.520, 0.002
57.530, 0.003
57.540, 0.003
57.550, 0.004
57.560, 0.004
57.570, 0.005
57.580, 0.005
57.590, 0.005
57.600, 0.006
57.610, 0.006
57.620, 0.007
57.630, 0.008
57.640, 0.010
57.650, 0.011
57.660, 0.012
57.670, 0.012
57.680, 0.012
57.690, 0.011
57.700, 0.010
57.710, 0.008
57.720, 0.006
57.730, 0.005
57.740, 0.004
57.750, 0.004
57.760, 0.003
57.770, 0.003
57.780, 0.004
57.790, 0.004
57.800, 0.005
57.810, 0.006
57.820, 0.006
57.830, 0.006
57.840, 0.005
57.850, 0.005
57.860, 0.004
57.870, 0.003
57.880, 0.002
57.890, 0.001
57.900, 0.001
57.910, 0.000
57.920, 0.000
57.930, 0.000
57.940, 0.000
57.950, 0.000
57.960, 0.000
57.970, 0.000
57.980, 0.000
57.990, 0.000
58.000, 0.000
58.010, 0.000
58.020, 0.000
58.030, 0.000
58.040, 0.000
58.050, 0.000
58.060, 0.000
58.070, 0.000
58.080, 0.000
58.090, 0.000
58.100, 0.000
58.110, 0.001
58.120, 0.001
58.130, 0.002
58.140, 0.003
58.150, 0.005
58.160, 0.007
58.170, 0.010
58.180, 0.012
58.190, 0.015
58.200, 0.017
58.210, 0.018
58.220, 0.018
58.230, 0.016
58.240, 0.014
58.250, 0.011
58.260, 0.009
58.270, 0.006
58.280, 0.004
58.290, 0.003
58.300, 0.003
58.310, 0.003
58.320, 0.004
58.330, 0.005
58.340, 0.006
58.350, 0.008
58.360, 0.009
58.370, 0.009
58.380, 0.009
58.390, 0.008
58.400, 0.007
58.410, 0.005
58.420, 0.004
58.430, 0.003
58.440, 0.002
58.450, 0.001
58.460, 0.001
58.470, 0.000
58.480, 0.000
58.490, 0.000
58.500, 0.000
58.510, 0.000
58.520, 0.000
58.530, 0.000
58.540, 0.000
58.550, 0.000
58.560, 0.000
58.570, 0.000
58.580, 0.000
58.590, 0.000
58.600, 0.000
58.610, 0.000
58.620, 0.000
58.630, 0.000
58.640, 0.000
58.650, 0.000
58.660, 0.000
58.670, 0.000
58.680, 0.000
58.690, 0.000
58.700, 0.000
58.710, 0.000
58.720, 0.000
58.730, 0.000
58.740, 0.000
58.750, 0.000
58.760, 0.001
58.770, 0.002
58.780, 0.004
58.790, 0.008
58.800, 0.013
58.810, 0.021
58.820, 0.032
58.830, 0.043
58.840, 0.055
58.850, 0.065
58.860, 0.072
58.870, 0.076
58.880, 0.076
58.890, 0.073
58.900, 0.069
58.910, 0.064
58.920, 0.060
58.930, 0.057
58.940, 0.057
58.950, 0.060
58.960, 0.066
58.970, 0.076
58.980, 0.089
58.990, 0.103
59.000, 0.115
59.010, 0.122
59.020, 0.124
59.030, 0.119
59.040, 0.109
59.050, 0.096
59.060, 0.083
59.070, 0.072
59.080, 0.064
59.090, 0.057
59.100, 0.052
59.110, 0.049
59.120, 0.047
59.130, 0.046
59.140, 0.047
59.150, 0.048
59.160, 0.048
59.170, 0.048
59.180, 0.046
59.190, 0.042
59.200, 0.036
59.210, 0.031
59.220, 0.025
59.230, 0.021
59.240, 0.017
59.250, 0.015
59.260, 0.013
59.270, 0.011
59.280, 0.009
59.290, 0.007
59.300, 0.005
59.310, 0.004
59.320, 0.003
59.330, 0.002
59.340, 0.001
59.350, 0.000
59.360, 0.000
59.370, 0.000
59.380, 0.000
59.390, 0.000
59.400, 0.000
59.410, 0.000
59.420, 0.000
59.430, 0.000
59.440, 0.000
59.450, 0.000
59.460, 0.000
59.470, 0.000
59.480, 0.000
59.490, 0.000
59.500, 0.000
59.510, 0.000
59.520, 0.000
59.530, 0.000
59.540, 0.000
59.550, 0.000
59.560, 0.000
59.570, 0.000
59.580, 0.000
59.590, 0.000
59.600, 0.000
59.610, 0.000
59.620, 0.000
59.630, 0.000
59.640, 0.000
59.650, 0.000
59.660, 0.000
59.670, 0.000
59.680, 0.000
59.690, 0.000
59.700, 0.000
59.710, 0.000
59.720, 0.000
59.730, 0.000
59.740, 0.000
59.750, 0.000
59.760, 0.000
59.770, 0.000
59.780, 0.000
59.790, 0.000
59.800, 0.000
59.810, 0.000
59.820, 0.000
59.830, 0.000
59.840, 0.000
59.850, 0.000
59.860, 0.000
59.870, 0.000
59.880, 0.000
59.890, 0.000
59.900, 0.000
59.910, 0.000
59.920, 0.000
59.930, 0.000
59.940, 0.000
59.950, 0.000
59.960, 0.001
59.970, 0.001
59.980, 0.003
59.990, 0.005
60.000, 0.010
60.010, 0.017
60.020, 0.027
60.030, 0.041
60.040, 0.060
60.050, 0.085
60.060, 0.118
60.070, 0.165
60.080, 0.231
60.090, 0.324
60.100, 0.452
60.110, 0.615
60.120, 0.811
60.130, 1.028
60.140, 1.249
60.150, 1.456
60.160, 1.632
60.170, 1.761
60.180, 1.832
60.190, 1.836
60.200, 1.768
60.210, 1.632
60.220, 1.441
60.230, 1.219
60.240, 0.994
60.250, 0.794
60.260, 0.645
60.270, 0.556
60.280, 0.531
60.290, 0.557
60.300, 0.620
60.310, 0.701
60.320, 0.784
60.330, 0.853
60.340, 0.900
60.350, 0.916
60.360, 0.898
60.370, 0.845
60.380, 0.761
60.390, 0.659
60.400, 0.556
60.410, 0.472
60.420, 0.430
60.430, 0.453
60.440, 0.558
60.450, 0.757
60.460, 1.060
60.470, 1.468
60.480, 1.982
60.490, 2.596
60.500, 3.290
60.510, 4.023
60.520, 4.727
60.530, 5.309
60.540, 5.669
60.550, 5.730
60.560, 5.464
60.570, 4.909
60.580, 4.158
60.590, 3.341
60.600, 2.588
60.610, 2.001
60.620, 1.640
60.630, 1.522
60.640, 1.624
60.650, 1.899
60.660, 2.286
60.670, 2.717
60.680, 3.122
60.690, 3.436
60.700, 3.606
60.710, 3.598
60.720, 3.406
60.730, 3.052
60.740, 2.585
60.750, 2.068
60.760, 1.565
60.770, 1.127
60.780, 0.789
60.790, 0.561
60.800, 0.437
60.810, 0.395
60.820, 0.408
60.830, 0.445
60.840, 0.480
60.850, 0.492
60.860, 0.472
60.870, 0.421
60.880, 0.348
60.890, 0.267
60.900, 0.190
60.910, 0.126
60.920, 0.077
60.930, 0.044
60.940, 0.024
60.950, 0.012
60.960, 0.006
60.970, 0.003
60.980, 0.001
60.990, 0.001
61.000, 0.001
61.010, 0.001
61.020, 0.001
61.030, 0.002
61.040, 0.002
61.050, 0.002
61.060, 0.002
61.070, 0.002
61.080, 0.002
61.090, 0.002
61.100, 0.001
61.110, 0.001
61.120, 0.001
61.130, 0.000
61.140, 0.000
61.150, 0.000
61.160, 0.000
61.170, 0.000
61.180, 0.000
61.190, 0.000
61.200, 0.000
61.210, 0.000
61.220, 0.001
61.230, 0.001
61.240, 0.002
61.250, 0.004
61.260, 0.006
61.270, 0.008
61.280, 0.012
61.290, 0.016
61.300, 0.021
61.310, 0.026
61.320, 0.031
61.330, 0.036
61.340, 0.040
61.350, 0.042
61.360, 0.042
61.370, 0.040
61.380, 0.035
61.390, 0.030
61.400, 0.023
61.410, 0.018
61.420, 0.014
61.430, 0.011
61.440, 0.010
61.450, 0.011
61.460, 0.013
61.470, 0.015
61.480, 0.018
61.490, 0.021
61.500, 0.023
61.510, 0.024
61.520, 0.025
61.530, 0.024
61.540, 0.022
61.550, 0.020
61.560, 0.017
61.570, 0.015
61.580, 0.014
61.590, 0.014
61.600, 0.016
61.610, 0.019
61.620, 0.023
61.630, 0.026
61.640, 0.028
61.650, 0.029
61.660, 0.028
61.670, 0.025
61.680, 0.022
61.690, 0.019
61.700, 0.015
61.710, 0.013
61.720, 0.011
61.730, 0.011
61.740, 0.011
61.750, 0.013
61.760, 0.016
61.770, 0.019
61.780, 0.022
61.790, 0.026
61.800, 0.029
61.810, 0.030
61.820, 0.031
61.830, 0.029
61.840, 0.027
61.850, 0.024
61.860, 0.020
61.870, 0.016
61.880, 0.012
61.890, 0.010
61.900, 0.008
61.910, 0.007
61.920, 0.006
61.930, 0.006
61.940, 0.007
61.950, 0.007
61.960, 0.008
61.970, 0.008
61.980, 0.009
61.990, 0.009
62.000, 0.008
62.010, 0.008
62.020, 0.007
62.030, 0.006
62.040, 0.004
62.050, 0.003
62.060, 0.002
62.070, 0.002
62.080, 0.001
62.090, 0.001
62.100, 0.000
62.110, 0.000
62.120, 0.000
62.130, 0.000
62.140, 0.000
62.150, 0.000
62.160, 0.000
62.170, 0.000
62.180, 0.000
62.190, 0.000
62.200, 0.000
62.210, 0.000
62.220, 0.000
62.230, 0.000
62.240, 0.000
62.250, 0.000
62.260, 0.000
62.270, 0.000
62.280, 0.000
62.290, 0.000
62.300, 0.000
62.310, 0.000
62.320, 0.000
62.330, 0.000
62.340, 0.000
62.350, 0.000
62.360, 0.000
62.370, 0.000
62.380, 0.000
62.390, 0.000
62.400, 0.000
62.410, 0.000
62.420, 0.000
62.430, 0.000
62.440, 0.000
62.450, 0.000
62.460, 0.000
62.470, 0.000
62.480, 0.000
62.490, 0.001
62.500, 0.001
62.510, 0.001
62.520, 0.001
62.530, 0.001
62.540, 0.001
62.550, 0.001
62.560, 0.001
62.570, 0.001
62.580, 0.001
62.590, 0.001
62.600, 0.001
62.610, 0.001
62.620, 0.001
62.630, 0.001
62.640, 0.000
62.650, 0.000
62.660, 0.000
62.670, 0.000
62.680, 0.000
62.690, 0.001
62.700, 0.001
62.710, 0.001
62.720, 0.001
62.730, 0.001
62.740, 0.000
62.750, 0.000
62.760, 0.000
62.770, 0.000
62.780, 0.000
62.790, 0.000
62.800, 0.000
62.810, 0.000
62.820, 0.000
62.830, 0.000
62.840, 0.000
62.850, 0.000
62.860, 0.000
62.870, 0.000
62.880, 0.000
62.890, 0.000
62.900, 0.000
62.910, 0.000
62.920, 0.000
62.930, 0.000
62.940, 0.000
62.950, 0.000
62.960, 0.000
62.970, 0.000
62.980, 0.000
62.990, 0.000
63.000, 0.000
63.010, 0.000
63.020, 0.000
63.030, 0.001
63.040, 0.002
63.050, 0.004
63.060, 0.007
63.070, 0.014
63.080, 0.024
63.090, 0.039
63.100, 0.060
63.110, 0.087
63.120, 0.118
63.130, 0.153
63.140, 0.188
63.150, 0.224
63.160, 0.256
63.170, 0.283
63.180, 0.302
63.190, 0.310
63.200, 0.307
63.210, 0.290
63.220, 0.263
63.230, 0.227
63.240, 0.189
63.250, 0.153
63.260, 0.123
63.270, 0.102
63.280, 0.090
63.290, 0.087
63.300, 0.091
63.310, 0.100
63.320, 0.112
63.330, 0.125
63.340, 0.138
63.350, 0.148
63.360, 0.154
63.370, 0.155
63.380, 0.150
63.390, 0.139
63.400, 0.122
63.410, 0.103
63.420, 0.082
63.430, 0.063
63.440, 0.046
63.450, 0.033
63.460, 0.022
63.470, 0.015
63.480, 0.010
63.490, 0.006
63.500, 0.004
63.510, 0.002
63.520, 0.001
63.530, 0.001
63.540, 0.000
63.550, 0.000
63.560, 0.000
63.570, 0.000
63.580, 0.000
63.590, 0.000
63.600, 0.000
63.610, 0.000
63.620, 0.000
63.630, 0.000
63.640, 0.000
63.650, 0.000
63.660, 0.000
63.670, 0.000
63.680, 0.000
63.690, 0.000
63.700, 0.000
63.710, 0.000
63.720, 0.000
63.730, 0.000
63.740, 0.000
63.750, 0.000
63.760, 0.000
63.770, 0.000
63.780, 0.000
63.790, 0.000
63.800, 0.000
63.810, 0.000
63.820, 0.000
63.830, 0.000
63.840, 0.000
63.850, 0.000
63.860, 0.000
63.870, 0.000
63.880, 0.000
63.890, 0.000
63.900, 0.000
63.910, 0.000
63.920, 0.000
63.930, 0.000
63.940, 0.000
63.950, 0.000
63.960, 0.000
63.970, 0.000
63.980, 0.000
63.990, 0.000
64.000, 0.000
64.010, 0.000
64.020, 0.000
64.030, 0.000
64.040, 0.001
64.050, 0.001
64.060, 0.001
64.070, 0.002
64.080, 0.002
64.090, 0.002
64.100, 0.003
64.110, 0.003
64.120, 0.004
64.130, 0.005
64.140, 0.006
64.150, 0.007
64.160, 0.008
64.170, 0.009
64.180, 0.009
64.190, 0.009
64.200, 0.008
64.210, 0.006
64.220, 0.005
64.230, 0.004
64.240, 0.003
64.250, 0.002
64.260, 0.002
64.270, 0.002
64.280, 0.002
64.290, 0.002
64.300, 0.002
64.310, 0.003
64.320, 0.003
64.330, 0.004
64.340, 0.004
64.350, 0.005
64.360, 0.005
64.370, 0.005
64.380, 0.005
64.390, 0.005
64.400, 0.005
64.410, 0.005
64.420, 0.005
64.430, 0.006
64.440, 0.006
64.450, 0.006
64.460, 0.005
64.470, 0.005
64.480, 0.004
64.490, 0.003
64.500, 0.003
64.510, 0.003
64.520, 0.003
64.530, 0.003
64.540, 0.004
64.550, 0.005
64.560, 0.005
64.570, 0.005
64.580, 0.005
64.590, 0.005
64.600, 0.005
64.610, 0.004
64.620, 0.004
64.630, 0.004
64.640, 0.003
64.650, 0.003
64.660, 0.002
64.670, 0.002
64.680, 0.001
64.690, 0.001
64.700, 0.001
64.710, 0.002
64.720, 0.002
64.730, 0.002
64.740, 0.002
64.750, 0.002
64.760, 0.002
64.770, 0.002
64.780, 0.001
64.790, 0.001
64.800, 0.001
64.810, 0.000
64.820, 0.000
64.830, 0.000
64.840, 0.000
64.850, 0.000
64.860, 0.000
64.870, 0.000
64.880, 0.000
64.890, 0.000
