##NAMES=Claudetite
##RRUFFID=R050313
##IDEAL CHEMISTRY=As^3+^_2_O_3_
##LOCALITY=Jáchymov, Erzgebirge Region, Czech Republic
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Colorless prismatic crystals scattered on the matrix
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R050313
##MEASURED CHEMISTRY=As_2.00_O_3_ ; trace amounts of Al, gray phase
##CELL PARAMETERS=a: 5.248(2) b: 12.964(4) c: 4.509(2) alpha: 90 beta: 94.06(3) gamma: 90 volume: 306.0(6) crystal system: monoclinic
50.010, 0.021
50.020, 0.052
50.030, 0.116
50.040, 0.240
50.050, 0.455
50.060, 0.789
50.070, 1.256
50.080, 1.832
50.090, 2.452
50.100, 3.008
50.110, 3.384
50.120, 3.491
50.130, 3.303
50.140, 2.870
50.150, 2.295
50.160, 1.705
50.170, 1.205
50.180, 0.867
50.190, 0.716
50.200, 0.744
50.210, 0.913
50.220, 1.168
50.230, 1.439
50.240, 1.651
50.250, 1.746
50.260, 1.696
50.270, 1.512
50.280, 1.236
50.290, 0.926
50.300, 0.636
50.310, 0.401
50.320, 0.232
50.330, 0.123
50.340, 0.060
50.350, 0.027
50.360, 0.011
50.370, 0.004
50.380, 0.001
50.390, 0.000
50.400, 0.000
50.410, 0.000
50.420, 0.000
50.430, 0.000
50.440, 0.000
50.450, 0.000
50.460, 0.000
50.470, 0.000
50.480, 0.000
50.490, 0.000
50.500, 0.000
50.510, 0.000
50.520, 0.000
50.530, 0.001
50.540, 0.002
50.550, 0.005
50.560, 0.009
50.570, 0.016
50.580, 0.026
50.590, 0.039
50.600, 0.053
50.610, 0.066
50.620, 0.076
50.630, 0.080
50.640, 0.077
50.650, 0.068
50.660, 0.056
50.670, 0.042
50.680, 0.030
50.690, 0.021
50.700, 0.016
50.710, 0.016
50.720, 0.019
50.730, 0.024
50.740, 0.031
50.750, 0.036
50.760, 0.039
50.770, 0.040
50.780, 0.036
50.790, 0.031
50.800, 0.024
50.810, 0.017
50.820, 0.011
50.830, 0.007
50.840, 0.004
50.850, 0.002
50.860, 0.001
50.870, 0.000
50.880, 0.000
50.890, 0.000
50.900, 0.000
50.910, 0.000
50.920, 0.000
50.930, 0.000
50.940, 0.000
50.950, 0.000
50.960, 0.000
50.970, 0.000
50.980, 0.000
50.990, 0.000
51.000, 0.000
51.010, 0.000
51.020, 0.000
51.030, 0.000
51.040, 0.000
51.050, 0.000
51.060, 0.000
51.070, 0.000
51.080, 0.000
51.090, 0.000
51.100, 0.000
51.110, 0.000
51.120, 0.000
51.130, 0.000
51.140, 0.000
51.150, 0.000
51.160, 0.000
51.170, 0.000
51.180, 0.000
51.190, 0.000
51.200, 0.000
51.210, 0.000
51.220, 0.000
51.230, 0.000
51.240, 0.001
51.250, 0.002
51.260, 0.005
51.270, 0.015
51.280, 0.038
51.290, 0.089
51.300, 0.190
51.310, 0.373
51.320, 0.673
51.330, 1.114
51.340, 1.692
51.350, 2.360
51.360, 3.022
51.370, 3.552
51.380, 3.833
51.390, 3.800
51.400, 3.465
51.410, 2.917
51.420, 2.295
51.430, 1.745
51.440, 1.390
51.450, 1.309
51.460, 1.534
51.470, 2.044
51.480, 2.763
51.490, 3.559
51.500, 4.264
51.510, 4.713
51.520, 4.792
51.530, 4.480
51.540, 3.851
51.550, 3.049
51.560, 2.237
51.570, 1.546
51.580, 1.054
51.590, 0.785
51.600, 0.719
51.610, 0.808
51.620, 0.993
51.630, 1.203
51.640, 1.373
51.650, 1.451
51.660, 1.411
51.670, 1.261
51.680, 1.034
51.690, 0.779
51.700, 0.539
51.710, 0.342
51.720, 0.200
51.730, 0.107
51.740, 0.052
51.750, 0.024
51.760, 0.010
51.770, 0.004
51.780, 0.001
51.790, 0.000
51.800, 0.000
51.810, 0.000
51.820, 0.000
51.830, 0.000
51.840, 0.000
51.850, 0.000
51.860, 0.000
51.870, 0.000
51.880, 0.000
51.890, 0.000
51.900, 0.001
51.910, 0.004
51.920, 0.012
51.930, 0.030
51.940, 0.072
51.950, 0.157
51.960, 0.316
51.970, 0.583
51.980, 0.988
51.990, 1.537
52.000, 2.198
52.010, 2.887
52.020, 3.483
52.030, 3.859
52.040, 3.928
52.050, 3.673
52.060, 3.158
52.070, 2.502
52.080, 1.839
52.090, 1.282
52.100, 0.900
52.110, 0.718
52.120, 0.729
52.130, 0.899
52.140, 1.176
52.150, 1.493
52.160, 1.771
52.170, 1.942
52.180, 1.959
52.190, 1.816
52.200, 1.546
52.210, 1.209
52.220, 0.869
52.230, 0.573
52.240, 0.348
52.250, 0.193
52.260, 0.099
52.270, 0.046
52.280, 0.020
52.290, 0.008
52.300, 0.003
52.310, 0.001
52.320, 0.000
52.330, 0.000
52.340, 0.000
52.350, 0.000
52.360, 0.000
52.370, 0.000
52.380, 0.000
52.390, 0.000
52.400, 0.000
52.410, 0.000
52.420, 0.000
52.430, 0.000
52.440, 0.000
52.450, 0.000
52.460, 0.000
52.470, 0.000
52.480, 0.000
52.490, 0.000
52.500, 0.000
52.510, 0.000
52.520, 0.000
52.530, 0.000
52.540, 0.000
52.550, 0.000
52.560, 0.000
52.570, 0.000
52.580, 0.001
52.590, 0.002
52.600, 0.006
52.610, 0.016
52.620, 0.039
52.630, 0.090
52.640, 0.189
52.650, 0.365
52.660, 0.649
52.670, 1.061
52.680, 1.594
52.690, 2.201
52.700, 2.793
52.710, 3.257
52.720, 3.491
52.730, 3.440
52.740, 3.117
52.750, 2.602
52.760, 2.010
52.770, 1.464
52.780, 1.064
52.790, 0.882
52.800, 0.974
52.810, 1.387
52.820, 2.159
52.830, 3.298
52.840, 4.749
52.850, 6.368
52.860, 7.922
52.870, 9.129
52.880, 9.738
52.890, 9.609
52.900, 8.767
52.910, 7.396
52.920, 5.777
52.930, 4.202
52.940, 2.898
52.950, 1.999
52.960, 1.543
52.970, 1.505
52.980, 1.812
52.990, 2.361
53.000, 3.017
53.010, 3.626
53.020, 4.040
53.030, 4.154
53.040, 3.935
53.050, 3.432
53.060, 2.755
53.070, 2.035
53.080, 1.383
53.090, 0.865
53.100, 0.498
53.110, 0.264
53.120, 0.128
53.130, 0.057
53.140, 0.024
53.150, 0.009
53.160, 0.003
53.170, 0.001
53.180, 0.002
53.190, 0.005
53.200, 0.012
53.210, 0.030
53.220, 0.068
53.230, 0.142
53.240, 0.273
53.250, 0.484
53.260, 0.788
53.270, 1.181
53.280, 1.627
53.290, 2.061
53.300, 2.401
53.310, 2.572
53.320, 2.533
53.330, 2.296
53.340, 1.915
53.350, 1.474
53.360, 1.057
53.370, 0.724
53.380, 0.510
53.390, 0.423
53.400, 0.453
53.410, 0.579
53.420, 0.767
53.430, 0.977
53.440, 1.160
53.450, 1.272
53.460, 1.284
53.470, 1.193
53.480, 1.020
53.490, 0.803
53.500, 0.585
53.510, 0.399
53.520, 0.262
53.530, 0.177
53.540, 0.137
53.550, 0.127
53.560, 0.134
53.570, 0.146
53.580, 0.152
53.590, 0.149
53.600, 0.134
53.610, 0.112
53.620, 0.087
53.630, 0.065
53.640, 0.051
53.650, 0.054
53.660, 0.085
53.670, 0.167
53.680, 0.336
53.690, 0.641
53.700, 1.140
53.710, 1.876
53.720, 2.852
53.730, 4.000
53.740, 5.171
53.750, 6.158
53.760, 6.753
53.770, 6.819
53.780, 6.340
53.790, 5.432
53.800, 4.298
53.810, 3.164
53.820, 2.215
53.830, 1.561
53.840, 1.241
53.850, 1.241
53.860, 1.509
53.870, 1.968
53.880, 2.517
53.890, 3.035
53.900, 3.403
53.910, 3.529
53.920, 3.378
53.930, 2.982
53.940, 2.428
53.950, 1.825
53.960, 1.270
53.970, 0.826
53.980, 0.511
53.990, 0.313
54.000, 0.203
54.010, 0.147
54.020, 0.119
54.030, 0.101
54.040, 0.085
54.050, 0.068
54.060, 0.051
54.070, 0.035
54.080, 0.022
54.090, 0.013
54.100, 0.007
54.110, 0.003
54.120, 0.002
54.130, 0.001
54.140, 0.000
54.150, 0.000
54.160, 0.000
54.170, 0.000
54.180, 0.000
54.190, 0.000
54.200, 0.000
54.210, 0.000
54.220, 0.000
54.230, 0.000
54.240, 0.000
54.250, 0.001
54.260, 0.002
54.270, 0.006
54.280, 0.017
54.290, 0.046
54.300, 0.113
54.310, 0.253
54.320, 0.522
54.330, 0.992
54.340, 1.737
54.350, 2.797
54.360, 4.146
54.370, 5.657
54.380, 7.103
54.390, 8.210
54.400, 8.734
54.410, 8.552
54.420, 7.710
54.430, 6.404
54.440, 4.911
54.450, 3.504
54.460, 2.382
54.470, 1.651
54.480, 1.336
54.490, 1.405
54.500, 1.796
54.510, 2.413
54.520, 3.128
54.530, 3.788
54.540, 4.241
54.550, 4.376
54.560, 4.158
54.570, 3.637
54.580, 2.928
54.590, 2.169
54.600, 1.479
54.610, 0.929
54.620, 0.536
54.630, 0.286
54.640, 0.141
54.650, 0.066
54.660, 0.036
54.670, 0.036
54.680, 0.065
54.690, 0.136
54.700, 0.274
54.710, 0.512
54.720, 0.879
54.730, 1.392
54.740, 2.028
54.750, 2.721
54.760, 3.362
54.770, 3.823
54.780, 4.004
54.790, 3.860
54.800, 3.428
54.810, 2.806
54.820, 2.122
54.830, 1.497
54.840, 1.011
54.850, 0.707
54.860, 0.589
54.870, 0.642
54.880, 0.835
54.890, 1.125
54.900, 1.454
54.910, 1.751
54.920, 1.950
54.930, 2.002
54.940, 1.896
54.950, 1.659
54.960, 1.349
54.970, 1.035
54.980, 0.775
54.990, 0.605
55.000, 0.533
55.010, 0.543
55.020, 0.605
55.030, 0.679
55.040, 0.731
55.050, 0.736
55.060, 0.687
55.070, 0.592
55.080, 0.471
55.090, 0.347
55.100, 0.239
55.110, 0.161
55.120, 0.117
55.130, 0.106
55.140, 0.124
55.150, 0.166
55.160, 0.223
55.170, 0.283
55.180, 0.335
55.190, 0.367
55.200, 0.376
55.210, 0.367
55.220, 0.356
55.230, 0.373
55.240, 0.453
55.250, 0.633
55.260, 0.939
55.270, 1.374
55.280, 1.905
55.290, 2.460
55.300, 2.939
55.310, 3.239
55.320, 3.291
55.330, 3.082
55.340, 2.661
55.350, 2.120
55.360, 1.564
55.370, 1.081
55.380, 0.728
55.390, 0.524
55.400, 0.470
55.410, 0.547
55.420, 0.730
55.430, 0.982
55.440, 1.254
55.450, 1.491
55.460, 1.640
55.470, 1.670
55.480, 1.579
55.490, 1.394
55.500, 1.163
55.510, 0.932
55.520, 0.736
55.530, 0.587
55.540, 0.479
55.550, 0.398
55.560, 0.329
55.570, 0.264
55.580, 0.201
55.590, 0.145
55.600, 0.099
55.610, 0.066
55.620, 0.047
55.630, 0.043
55.640, 0.050
55.650, 0.067
55.660, 0.090
55.670, 0.116
55.680, 0.139
55.690, 0.157
55.700, 0.170
55.710, 0.187
55.720, 0.226
55.730, 0.317
55.740, 0.503
55.750, 0.829
55.760, 1.330
55.770, 2.011
55.780, 2.828
55.790, 3.675
55.800, 4.408
55.810, 4.873
55.820, 4.965
55.830, 4.663
55.840, 4.038
55.850, 3.228
55.860, 2.393
55.870, 1.671
55.880, 1.151
55.890, 0.878
55.900, 0.862
55.910, 1.092
55.920, 1.536
55.930, 2.137
55.940, 2.802
55.950, 3.409
55.960, 3.829
55.970, 3.966
55.980, 3.787
55.990, 3.334
56.000, 2.706
56.010, 2.026
56.020, 1.403
56.030, 0.908
56.040, 0.564
56.050, 0.366
56.060, 0.289
56.070, 0.304
56.080, 0.381
56.090, 0.491
56.100, 0.606
56.110, 0.696
56.120, 0.740
56.130, 0.726
56.140, 0.656
56.150, 0.547
56.160, 0.420
56.170, 0.297
56.180, 0.195
56.190, 0.119
56.200, 0.071
56.210, 0.051
56.220, 0.058
56.230, 0.101
56.240, 0.197
56.250, 0.372
56.260, 0.652
56.270, 1.056
56.280, 1.578
56.290, 2.175
56.300, 2.763
56.310, 3.236
56.320, 3.495
56.330, 3.479
56.340, 3.194
56.350, 2.704
56.360, 2.114
56.370, 1.532
56.380, 1.043
56.390, 0.695
56.400, 0.504
56.410, 0.464
56.420, 0.557
56.430, 0.757
56.440, 1.027
56.450, 1.317
56.460, 1.569
56.470, 1.728
56.480, 1.755
56.490, 1.644
56.500, 1.419
56.510, 1.129
56.520, 0.829
56.530, 0.561
56.540, 0.350
56.550, 0.201
56.560, 0.107
56.570, 0.052
56.580, 0.023
56.590, 0.010
56.600, 0.004
56.610, 0.001
56.620, 0.000
56.630, 0.000
56.640, 0.000
56.650, 0.000
56.660, 0.000
56.670, 0.000
56.680, 0.000
56.690, 0.000
56.700, 0.000
56.710, 0.000
56.720, 0.000
56.730, 0.000
56.740, 0.000
56.750, 0.001
56.760, 0.002
56.770, 0.006
56.780, 0.015
56.790, 0.036
56.800, 0.076
56.810, 0.151
56.820, 0.274
56.830, 0.461
56.840, 0.715
56.850, 1.023
56.860, 1.349
56.870, 1.641
56.880, 1.841
56.890, 1.905
56.900, 1.818
56.910, 1.602
56.920, 1.303
56.930, 0.982
56.940, 0.693
56.950, 0.473
56.960, 0.339
56.970, 0.294
56.980, 0.332
56.990, 0.440
57.000, 0.598
57.010, 0.780
57.020, 0.951
57.030, 1.076
57.040, 1.127
57.050, 1.092
57.060, 0.978
57.070, 0.810
57.080, 0.621
57.090, 0.442
57.100, 0.296
57.110, 0.194
57.120, 0.142
57.130, 0.138
57.140, 0.185
57.150, 0.291
57.160, 0.462
57.170, 0.707
57.180, 1.022
57.190, 1.388
57.200, 1.766
57.210, 2.106
57.220, 2.355
57.230, 2.477
57.240, 2.462
57.250, 2.329
57.260, 2.117
57.270, 1.871
57.280, 1.626
57.290, 1.401
57.300, 1.207
57.310, 1.050
57.320, 0.941
57.330, 0.890
57.340, 0.900
57.350, 0.966
57.360, 1.063
57.370, 1.162
57.380, 1.230
57.390, 1.245
57.400, 1.203
57.410, 1.114
57.420, 0.997
57.430, 0.870
57.440, 0.745
57.450, 0.626
57.460, 0.514
57.470, 0.407
57.480, 0.308
57.490, 0.220
57.500, 0.148
57.510, 0.092
57.520, 0.054
57.530, 0.029
57.540, 0.014
57.550, 0.007
57.560, 0.003
57.570, 0.001
57.580, 0.000
57.590, 0.000
57.600, 0.000
57.610, 0.000
57.620, 0.000
57.630, 0.000
57.640, 0.000
57.650, 0.001
57.660, 0.003
57.670, 0.007
57.680, 0.019
57.690, 0.047
57.700, 0.106
57.710, 0.221
57.720, 0.426
57.730, 0.757
57.740, 1.242
57.750, 1.882
57.760, 2.632
57.770, 3.397
57.780, 4.048
57.790, 4.452
57.800, 4.519
57.810, 4.235
57.820, 3.664
57.830, 2.929
57.840, 2.167
57.850, 1.495
57.860, 0.986
57.870, 0.667
57.880, 0.537
57.890, 0.578
57.900, 0.766
57.910, 1.068
57.920, 1.434
57.930, 1.801
57.940, 2.096
57.950, 2.253
57.960, 2.237
57.970, 2.051
57.980, 1.735
57.990, 1.355
58.000, 0.976
58.010, 0.650
58.020, 0.399
58.030, 0.226
58.040, 0.118
58.050, 0.057
58.060, 0.025
58.070, 0.010
58.080, 0.004
58.090, 0.001
58.100, 0.000
58.110, 0.000
58.120, 0.000
58.130, 0.000
58.140, 0.000
58.150, 0.000
58.160, 0.000
58.170, 0.000
58.180, 0.000
58.190, 0.000
58.200, 0.000
58.210, 0.000
58.220, 0.001
58.230, 0.003
58.240, 0.006
58.250, 0.015
58.260, 0.034
58.270, 0.072
58.280, 0.144
58.290, 0.265
58.300, 0.451
58.310, 0.712
58.320, 1.038
58.330, 1.397
58.340, 1.737
58.350, 1.994
58.360, 2.115
58.370, 2.071
58.380, 1.873
58.390, 1.565
58.400, 1.209
58.410, 0.867
58.420, 0.583
58.430, 0.381
58.440, 0.268
58.450, 0.239
58.460, 0.284
58.470, 0.391
58.480, 0.543
58.490, 0.718
58.500, 0.884
58.510, 1.006
58.520, 1.059
58.530, 1.030
58.540, 0.924
58.550, 0.766
58.560, 0.586
58.570, 0.415
58.580, 0.271
58.590, 0.163
58.600, 0.091
58.610, 0.047
58.620, 0.022
58.630, 0.010
58.640, 0.004
58.650, 0.001
58.660, 0.001
58.670, 0.000
58.680, 0.000
58.690, 0.000
58.700, 0.000
58.710, 0.000
58.720, 0.000
58.730, 0.000
58.740, 0.000
58.750, 0.000
58.760, 0.000
58.770, 0.000
58.780, 0.000
58.790, 0.000
58.800, 0.000
58.810, 0.000
58.820, 0.000
58.830, 0.000
58.840, 0.000
58.850, 0.000
58.860, 0.000
58.870, 0.000
58.880, 0.000
58.890, 0.000
58.900, 0.000
58.910, 0.000
58.920, 0.000
58.930, 0.000
58.940, 0.000
58.950, 0.000
58.960, 0.000
58.970, 0.000
58.980, 0.000
58.990, 0.000
59.000, 0.000
59.010, 0.000
59.020, 0.000
59.030, 0.000
59.040, 0.000
59.050, 0.000
59.060, 0.000
59.070, 0.000
59.080, 0.000
59.090, 0.000
59.100, 0.000
59.110, 0.000
59.120, 0.000
59.130, 0.000
59.140, 0.000
59.150, 0.000
59.160, 0.000
59.170, 0.000
59.180, 0.000
59.190, 0.001
59.200, 0.002
59.210, 0.004
59.220, 0.007
59.230, 0.012
59.240, 0.018
59.250, 0.025
59.260, 0.033
59.270, 0.039
59.280, 0.044
59.290, 0.046
59.300, 0.044
59.310, 0.042
59.320, 0.041
59.330, 0.049
59.340, 0.077
59.350, 0.142
59.360, 0.268
59.370, 0.487
59.380, 0.829
59.390, 1.315
59.400, 1.942
59.410, 2.677
59.420, 3.454
59.430, 4.192
59.440, 4.808
59.450, 5.244
59.460, 5.465
59.470, 5.463
59.480, 5.244
59.490, 4.828
59.500, 4.253
59.510, 3.577
59.520, 2.881
59.530, 2.254
59.540, 1.775
59.550, 1.495
59.560, 1.425
59.570, 1.538
59.580, 1.781
59.590, 2.087
59.600, 2.397
59.610, 2.673
59.620, 2.903
59.630, 3.093
59.640, 3.260
59.650, 3.418
59.660, 3.565
59.670, 3.681
59.680, 3.730
59.690, 3.669
59.700, 3.469
59.710, 3.123
59.720, 2.656
59.730, 2.123
59.740, 1.588
59.750, 1.111
59.760, 0.732
59.770, 0.468
59.780, 0.318
59.790, 0.272
59.800, 0.316
59.810, 0.438
59.820, 0.620
59.830, 0.837
59.840, 1.054
59.850, 1.231
59.860, 1.329
59.870, 1.327
59.880, 1.225
59.890, 1.045
59.900, 0.824
59.910, 0.601
59.920, 0.405
59.930, 0.252
59.940, 0.145
59.950, 0.078
59.960, 0.039
59.970, 0.019
59.980, 0.012
59.990, 0.016
60.000, 0.037
60.010, 0.088
60.020, 0.201
60.030, 0.425
60.040, 0.830
60.050, 1.501
60.060, 2.512
60.070, 3.889
60.080, 5.571
60.090, 7.384
60.100, 9.057
60.110, 10.283
60.120, 10.806
60.130, 10.513
60.140, 9.472
60.150, 7.907
60.160, 6.120
60.170, 4.405
60.180, 2.976
60.190, 1.945
60.200, 1.338
60.210, 1.132
60.220, 1.287
60.230, 1.753
60.240, 2.466
60.250, 3.330
60.260, 4.208
60.270, 4.940
60.280, 5.376
60.290, 5.419
60.300, 5.061
60.310, 4.378
60.320, 3.509
60.330, 2.606
60.340, 1.795
60.350, 1.148
60.360, 0.683
60.370, 0.382
60.380, 0.204
60.390, 0.109
60.400, 0.064
60.410, 0.045
60.420, 0.036
60.430, 0.032
60.440, 0.028
60.450, 0.023
60.460, 0.018
60.470, 0.013
60.480, 0.009
60.490, 0.005
60.500, 0.003
60.510, 0.002
60.520, 0.001
60.530, 0.000
60.540, 0.000
60.550, 0.000
60.560, 0.000
60.570, 0.000
60.580, 0.000
60.590, 0.000
60.600, 0.000
60.610, 0.000
60.620, 0.000
60.630, 0.000
60.640, 0.000
60.650, 0.000
60.660, 0.000
60.670, 0.000
60.680, 0.000
60.690, 0.000
60.700, 0.000
60.710, 0.000
60.720, 0.000
60.730, 0.000
60.740, 0.000
60.750, 0.000
60.760, 0.000
60.770, 0.000
60.780, 0.000
60.790, 0.000
60.800, 0.000
60.810, 0.000
60.820, 0.000
60.830, 0.000
60.840, 0.000
60.850, 0.000
60.860, 0.000
60.870, 0.000
60.880, 0.000
60.890, 0.000
60.900, 0.000
60.910, 0.000
60.920, 0.000
60.930, 0.000
60.940, 0.000
60.950, 0.000
60.960, 0.000
60.970, 0.000
60.980, 0.000
60.990, 0.000
61.000, 0.000
61.010, 0.001
61.020, 0.001
61.030, 0.001
61.040, 0.002
61.050, 0.003
61.060, 0.003
61.070, 0.004
61.080, 0.004
61.090, 0.004
61.100, 0.003
61.110, 0.003
61.120, 0.002
61.130, 0.002
61.140, 0.001
61.150, 0.001
61.160, 0.001
61.170, 0.002
61.180, 0.003
61.190, 0.005
61.200, 0.009
61.210, 0.014
61.220, 0.020
61.230, 0.027
61.240, 0.033
61.250, 0.038
61.260, 0.040
61.270, 0.040
61.280, 0.036
61.290, 0.030
61.300, 0.024
61.310, 0.017
61.320, 0.012
61.330, 0.007
61.340, 0.005
61.350, 0.004
61.360, 0.004
61.370, 0.005
61.380, 0.007
61.390, 0.010
61.400, 0.013
61.410, 0.016
61.420, 0.018
61.430, 0.019
61.440, 0.019
61.450, 0.017
61.460, 0.015
61.470, 0.013
61.480, 0.012
61.490, 0.014
61.500, 0.020
61.510, 0.033
61.520, 0.053
61.530, 0.081
61.540, 0.116
61.550, 0.154
61.560, 0.189
61.570, 0.216
61.580, 0.227
61.590, 0.222
61.600, 0.201
61.610, 0.168
61.620, 0.130
61.630, 0.094
61.640, 0.063
61.650, 0.040
61.660, 0.026
61.670, 0.020
61.680, 0.021
61.690, 0.029
61.700, 0.042
61.710, 0.059
61.720, 0.078
61.730, 0.096
61.740, 0.110
61.750, 0.117
61.760, 0.117
61.770, 0.108
61.780, 0.095
61.790, 0.079
61.800, 0.064
61.810, 0.049
61.820, 0.038
61.830, 0.028
61.840, 0.021
61.850, 0.015
61.860, 0.010
61.870, 0.007
61.880, 0.004
61.890, 0.003
61.900, 0.002
61.910, 0.002
61.920, 0.002
61.930, 0.004
61.940, 0.007
61.950, 0.013
61.960, 0.024
61.970, 0.045
61.980, 0.083
61.990, 0.149
62.000, 0.254
62.010, 0.405
62.020, 0.603
62.030, 0.834
62.040, 1.072
62.050, 1.277
62.060, 1.410
62.070, 1.442
62.080, 1.366
62.090, 1.199
62.100, 0.974
62.110, 0.734
62.120, 0.514
62.130, 0.337
62.140, 0.213
62.150, 0.143
62.160, 0.120
62.170, 0.140
62.180, 0.198
62.190, 0.288
62.200, 0.400
62.210, 0.519
62.220, 0.625
62.230, 0.698
62.240, 0.722
62.250, 0.691
62.260, 0.613
62.270, 0.504
62.280, 0.383
62.290, 0.270
62.300, 0.176
62.310, 0.106
62.320, 0.060
62.330, 0.031
62.340, 0.015
62.350, 0.007
62.360, 0.003
62.370, 0.001
62.380, 0.000
62.390, 0.000
62.400, 0.000
62.410, 0.000
62.420, 0.000
62.430, 0.000
62.440, 0.000
62.450, 0.000
62.460, 0.000
62.470, 0.000
62.480, 0.000
62.490, 0.000
62.500, 0.000
62.510, 0.000
62.520, 0.000
62.530, 0.000
62.540, 0.000
62.550, 0.000
62.560, 0.000
62.570, 0.000
62.580, 0.000
62.590, 0.001
62.600, 0.003
62.610, 0.006
62.620, 0.015
62.630, 0.032
62.640, 0.064
62.650, 0.119
62.660, 0.204
62.670, 0.325
62.680, 0.478
62.690, 0.651
62.700, 0.823
62.710, 0.963
62.720, 1.044
62.730, 1.049
62.740, 0.977
62.750, 0.843
62.760, 0.674
62.770, 0.500
62.780, 0.345
62.790, 0.223
62.800, 0.141
62.810, 0.095
62.820, 0.084
62.830, 0.102
62.840, 0.147
62.850, 0.217
62.860, 0.306
62.870, 0.408
62.880, 0.516
62.890, 0.627
62.900, 0.744
62.910, 0.879
62.920, 1.048
62.930, 1.260
62.940, 1.511
62.950, 1.771
62.960, 1.994
62.970, 2.127
62.980, 2.131
62.990, 1.994
63.000, 1.736
63.010, 1.405
63.020, 1.057
63.030, 0.739
63.040, 0.485
63.050, 0.306
63.060, 0.201
63.070, 0.165
63.080, 0.190
63.090, 0.270
63.100, 0.403
63.110, 0.581
63.120, 0.793
63.130, 1.021
63.140, 1.243
63.150, 1.441
63.160, 1.598
63.170, 1.704
63.180, 1.754
63.190, 1.743
63.200, 1.673
63.210, 1.552
63.220, 1.406
63.230, 1.276
63.240, 1.216
63.250, 1.281
63.260, 1.511
63.270, 1.914
63.280, 2.454
63.290, 3.048
63.300, 3.588
63.310, 3.961
63.320, 4.091
63.330, 3.955
63.340, 3.594
63.350, 3.086
63.360, 2.528
63.370, 1.996
63.380, 1.541
63.390, 1.183
63.400, 0.926
63.410, 0.768
63.420, 0.711
63.430, 0.757
63.440, 0.902
63.450, 1.131
63.460, 1.409
63.470, 1.684
63.480, 1.898
63.490, 1.999
63.500, 1.961
63.510, 1.787
63.520, 1.513
63.530, 1.188
63.540, 0.867
63.550, 0.588
63.560, 0.375
63.570, 0.230
63.580, 0.147
63.590, 0.118
63.600, 0.136
63.610, 0.205
63.620, 0.332
63.630, 0.528
63.640, 0.798
63.650, 1.132
63.660, 1.500
63.670, 1.849
63.680, 2.118
63.690, 2.253
63.700, 2.225
63.710, 2.037
63.720, 1.731
63.730, 1.364
63.740, 0.998
63.750, 0.679
63.760, 0.435
63.770, 0.272
63.780, 0.185
63.790, 0.165
63.800, 0.204
63.810, 0.298
63.820, 0.437
63.830, 0.611
63.840, 0.796
63.850, 0.964
63.860, 1.083
63.870, 1.128
63.880, 1.090
63.890, 0.976
63.900, 0.811
63.910, 0.624
63.920, 0.446
63.930, 0.295
63.940, 0.181
63.950, 0.103
63.960, 0.054
63.970, 0.027
63.980, 0.012
63.990, 0.005
64.000, 0.002
64.010, 0.001
64.020, 0.000
64.030, 0.000
64.040, 0.000
64.050, 0.000
64.060, 0.000
64.070, 0.000
64.080, 0.000
64.090, 0.000
64.100, 0.000
64.110, 0.000
64.120, 0.000
64.130, 0.000
64.140, 0.000
64.150, 0.000
64.160, 0.000
64.170, 0.001
64.180, 0.002
64.190, 0.005
64.200, 0.012
64.210, 0.024
64.220, 0.045
64.230, 0.079
64.240, 0.127
64.250, 0.191
64.260, 0.265
64.270, 0.343
64.280, 0.410
64.290, 0.456
64.300, 0.470
64.310, 0.449
64.320, 0.399
64.330, 0.331
64.340, 0.257
64.350, 0.193
64.360, 0.148
64.370, 0.129
64.380, 0.140
64.390, 0.179
64.400, 0.243
64.410, 0.326
64.420, 0.416
64.430, 0.500
64.440, 0.564
64.450, 0.599
64.460, 0.598
64.470, 0.562
64.480, 0.498
64.490, 0.416
64.500, 0.328
64.510, 0.245
64.520, 0.174
64.530, 0.120
64.540, 0.085
64.550, 0.069
64.560, 0.071
64.570, 0.089
64.580, 0.121
64.590, 0.164
64.600, 0.217
64.610, 0.277
64.620, 0.345
64.630, 0.420
64.640, 0.504
64.650, 0.592
64.660, 0.676
64.670, 0.742
64.680, 0.777
64.690, 0.768
64.700, 0.713
64.710, 0.619
64.720, 0.501
64.730, 0.378
64.740, 0.265
64.750, 0.174
64.760, 0.108
64.770, 0.068
64.780, 0.050
64.790, 0.052
64.800, 0.071
64.810, 0.106
64.820, 0.154
64.830, 0.212
64.840, 0.271
64.850, 0.322
64.860, 0.356
64.870, 0.364
64.880, 0.346
64.890, 0.305
64.900, 0.249
64.910, 0.189
64.920, 0.133
64.930, 0.087
64.940, 0.053
64.950, 0.030
64.960, 0.015
64.970, 0.007
64.980, 0.003
64.990, 0.001
65.000, 0.001
65.010, 0.000
65.020, 0.000
65.030, 0.000
65.040, 0.000
65.050, 0.000
65.060, 0.000
65.070, 0.000
65.080, 0.000
65.090, 0.000
65.100, 0.000
65.110, 0.000
65.120, 0.001
65.130, 0.002
65.140, 0.005
